id,user_id,price,created_at,product_id,role_id
222,37552,20,4/7/2021 16:57,,2
223,37552,20,4/7/2021 16:59,,2
224,37552,20,4/7/2021 17:00,,2
227,36914,20,4/9/2021 14:39,,6
228,36914,20,4/9/2021 15:18,,6
229,37709,20,4/9/2021 15:34,,2
230,37709,20,4/9/2021 15:49,,2
235,37709,20,4/9/2021 18:19,,2
236,37709,20,4/9/2021 19:42,,2
237,37709,20,4/9/2021 19:43,,2
240,39464,20,4/14/2021 0:24,,2
241,18459,20,4/14/2021 9:19,,2
242,32518,20,4/15/2021 5:26,,2
243,32326,20,4/16/2021 6:57,,2
244,32326,20,4/16/2021 7:02,,2
245,32326,10,4/16/2021 7:05,,2
246,35738,20,4/16/2021 17:12,,2
247,13955,20,4/17/2021 10:05,,2
248,13955,50,4/17/2021 10:05,,2
249,22080,20,4/17/2021 16:54,,2
250,22080,10,4/17/2021 16:55,,2
251,22080,10,4/17/2021 16:55,,2
252,15297,20,4/18/2021 15:07,,2
253,13955,30,4/18/2021 19:35,,2
254,39798,20,4/19/2021 0:19,,2
256,39572,20,4/19/2021 13:44,,2
257,39572,10,4/19/2021 17:16,,2
258,32326,20,4/21/2021 9:29,,2
259,34989,10,4/21/2021 17:44,,2
260,34989,20,4/21/2021 17:54,,2
261,34989,20,4/21/2021 17:54,,2
262,34989,20,4/21/2021 17:55,,2
263,34989,10,4/21/2021 17:55,,2
264,39957,20,4/22/2021 3:20,,2
265,39957,20,4/22/2021 3:49,,2
266,40011,20,4/22/2021 4:27,,2
267,40011,40,4/22/2021 4:28,,2
268,40011,40,4/22/2021 4:29,,2
272,39688,20,4/22/2021 14:43,,2
273,39688,20,4/22/2021 14:47,,2
274,22079,10,4/22/2021 16:35,,2
275,39688,20,4/24/2021 17:56,,2
276,36563,500,4/25/2021 23:02,,2
277,38421,20,4/26/2021 15:46,,2
278,38421,20,4/26/2021 15:46,,2
279,32326,20,4/27/2021 8:35,,2
282,39688,20,4/27/2021 14:14,,2
283,10454,20,4/28/2021 6:46,,2
284,10454,10,4/28/2021 6:47,,2
285,10454,60,4/28/2021 6:47,,2
286,10454,12,4/28/2021 6:48,,2
287,39230,20,4/28/2021 15:53,,2
288,39409,20,4/28/2021 16:03,,2
289,11410,80,4/29/2021 1:28,,2
290,41386,20,4/29/2021 11:35,,2
291,40728,20,4/29/2021 12:04,,2
292,40728,20,4/29/2021 13:15,,2
298,40820,20,4/30/2021 18:21,,2
299,40820,20,4/30/2021 18:22,,2
300,40820,20,4/30/2021 18:23,,2
301,10208,20,5/1/2021 15:43,,2
302,10208,20,5/1/2021 15:45,,2
303,34562,20,5/1/2021 23:06,,2
304,34562,10,5/1/2021 23:09,,2
305,39681,20,5/2/2021 14:10,,2
306,39681,10,5/2/2021 14:11,,2
307,41518,20,5/3/2021 0:47,,2
308,10349,20,5/3/2021 14:57,,2
310,34172,45,5/3/2021 18:57,,2
311,34172,20,5/3/2021 18:57,,2
312,40728,180,5/3/2021 20:38,,2
313,40728,20,5/3/2021 20:38,,2
315,10454,12,5/4/2021 11:53,,2
316,41767,20,5/4/2021 16:12,,2
317,41767,20,5/4/2021 16:13,,2
319,40728,35,5/5/2021 14:57,,2
320,41839,5,5/5/2021 23:16,,2
321,41839,20,5/5/2021 23:25,,2
322,41839,5,5/5/2021 23:26,,2
323,23146,20,5/6/2021 15:51,,2
324,41839,20,5/6/2021 16:34,,2
325,37046,20,5/6/2021 19:56,,2
326,37046,10,5/6/2021 19:57,,2
327,41985,10,5/7/2021 17:56,,2
331,41919,20,5/8/2021 14:56,,2
332,40727,20,5/8/2021 18:40,,2
333,10208,20,5/9/2021 20:54,,2
334,10208,20,5/9/2021 20:55,,2
335,10208,5,5/9/2021 20:55,,2
336,10208,20,5/9/2021 20:56,,2
338,29522,20,5/10/2021 15:53,,2
339,29522,20,5/10/2021 15:55,,2
340,29522,20,5/10/2021 15:57,,2
341,29522,20,5/10/2021 18:04,,2
342,31381,225,5/10/2021 18:08,,2
343,39889,20,5/10/2021 19:31,,2
344,39889,20,5/10/2021 19:50,,2
345,39889,45,5/10/2021 19:50,,2
346,39230,20,5/10/2021 23:50,,2
347,39230,20,5/10/2021 23:50,,2
348,41498,20,5/11/2021 0:54,,2
349,41498,20,5/11/2021 0:55,,2
352,43109,20,5/13/2021 13:32,,2
353,43109,20,5/13/2021 13:33,,2
355,43109,20,5/13/2021 13:44,,2
359,27228,20,5/14/2021 13:10,,2
360,27228,20,5/14/2021 13:11,,2
361,27228,29,5/14/2021 13:11,,2
366,43222,20,5/15/2021 9:07,,2
367,43222,20,5/15/2021 11:53,,2
368,43222,10,5/15/2021 11:55,,2
369,42170,20,5/15/2021 13:37,,2
370,42170,20,5/15/2021 17:34,,2
371,42170,20,5/15/2021 17:35,,2
372,42170,20,5/15/2021 17:43,,2
373,42170,20,5/15/2021 17:46,,2
374,42170,20,5/15/2021 17:46,,2
375,42170,20,5/15/2021 17:46,,2
376,43320,20,5/16/2021 16:44,,2
377,43320,20,5/16/2021 16:44,,2
378,43320,20,5/16/2021 16:44,,2
388,36623,90,5/17/2021 11:55,,6
389,36623,90,5/17/2021 12:36,,6
390,36623,90,5/17/2021 12:36,,6
391,36623,20,5/17/2021 12:39,,6
392,36623,20,5/17/2021 12:41,,6
393,36623,90,5/17/2021 12:42,,6
394,13955,80,5/17/2021 13:44,,2
395,41158,20,5/17/2021 16:21,,2
401,37467,20,5/18/2021 11:23,,2
405,42431,20,5/18/2021 12:53,,2
408,43222,20,5/18/2021 18:54,,2
409,43222,20,5/18/2021 19:15,,2
410,43222,20,5/18/2021 19:15,,2
411,43502,100,5/18/2021 20:39,,2
412,43502,20,5/18/2021 20:39,,2
413,43502,20,5/18/2021 20:39,,2
414,43502,100,5/18/2021 20:39,,2
415,43502,20,5/18/2021 20:39,,2
416,36409,20,5/19/2021 9:20,,2
419,36409,20,5/19/2021 12:57,,2
420,36409,20,5/19/2021 13:00,,2
423,12111,20,5/19/2021 14:41,,2
424,12111,20,5/19/2021 14:41,,2
430,10879,20,5/19/2021 21:36,,2
431,10879,20,5/19/2021 21:36,,2
438,43688,70,5/20/2021 20:35,,2
439,43688,105,5/20/2021 20:35,,2
453,43885,20,5/23/2021 1:32,,2
454,43927,20,5/23/2021 20:07,,2
455,43939,20,5/23/2021 23:49,,2
463,30083,50,5/24/2021 14:12,,2
464,43751,20,5/24/2021 15:02,,2
475,43006,20,5/24/2021 22:14,,2
476,44032,20,5/25/2021 7:16,,2
478,36648,20,5/25/2021 11:40,,2
499,40727,2,5/25/2021 19:36,,2
500,38329,20,5/25/2021 19:57,,2
501,38329,20,5/25/2021 20:19,,2
502,38329,25,5/25/2021 20:20,,2
503,38329,20,5/25/2021 20:21,,2
504,38329,20,5/25/2021 20:25,,2
505,38329,20,5/25/2021 20:27,,2
513,43974,20,5/26/2021 11:24,,2
515,36648,20,5/26/2021 12:22,,2
516,36648,125,5/26/2021 12:22,,2
517,36648,125,5/26/2021 12:44,,2
518,45041,20,5/26/2021 13:23,,2
519,45041,20,5/26/2021 13:24,,2
520,45041,20,5/26/2021 13:24,,2
521,45041,20,5/26/2021 13:24,,2
523,42261,20,5/26/2021 14:34,,2
524,42261,20,5/26/2021 14:35,,2
533,40107,20,5/26/2021 17:50,,2
534,42261,20,5/26/2021 17:51,,2
535,42261,20,5/26/2021 17:51,,2
536,42261,200,5/26/2021 17:52,,2
537,42261,20,5/26/2021 17:53,,2
538,42261,200,5/26/2021 17:56,,2
539,42261,20,5/26/2021 17:57,,2
559,36994,20,5/27/2021 17:28,,2
560,36994,10,5/27/2021 17:29,,2
561,21320,20,5/27/2021 19:39,,2
562,21320,20,5/27/2021 19:39,,2
573,36878,25,5/29/2021 10:38,,2
574,36878,25,5/29/2021 10:39,,2
575,45459,20,5/29/2021 13:43,,2
576,45459,20,5/29/2021 14:02,,2
577,41396,20,5/30/2021 16:07,,7
578,41396,20,5/30/2021 16:07,,7
579,45556,20,5/30/2021 16:10,,2
580,45556,20,5/30/2021 16:11,,2
581,45556,20,5/30/2021 16:13,,2
586,32096,30,5/31/2021 12:49,,2
597,44285,20,6/1/2021 12:31,,2
598,45424,20,6/1/2021 15:20,,2
600,28487,20,6/1/2021 17:03,,2
610,41518,20,6/2/2021 19:12,,2
611,32326,20,6/2/2021 23:49,,2
623,44032,50,6/3/2021 20:33,,2
624,39769,20,6/4/2021 0:47,,2
625,39769,1,6/4/2021 0:52,,2
626,43824,20,6/4/2021 7:51,,2
627,43824,50,6/4/2021 7:51,,2
646,28626,20,6/4/2021 21:33,,2
647,28626,20,6/4/2021 21:34,,2
648,28626,20,6/4/2021 21:34,,2
649,28626,20,6/4/2021 21:34,,2
650,28626,20,6/4/2021 21:35,,2
651,28626,20,6/4/2021 21:36,,2
652,28626,20,6/4/2021 21:54,,2
653,28626,20,6/4/2021 21:58,,2
654,42695,20,6/4/2021 23:08,,2
655,42695,15,6/4/2021 23:18,,2
656,42695,15,6/4/2021 23:21,,2
657,32326,20,6/4/2021 23:35,,2
658,32326,20,6/5/2021 0:37,,2
659,32326,50,6/5/2021 0:45,,2
660,16813,50,6/5/2021 11:35,,2
661,43631,20,6/5/2021 15:43,,6
670,36854,20,6/5/2021 21:53,,2
671,36854,20,6/5/2021 21:53,,2
672,28626,20,6/6/2021 13:22,,2
673,46092,20,6/6/2021 13:36,,2
674,44149,20,6/6/2021 15:38,,2
675,45650,20,6/6/2021 15:52,,2
676,46026,20,6/6/2021 18:01,,2
677,46026,20,6/6/2021 18:01,,2
678,46026,20,6/6/2021 18:02,,2
683,46192,20,6/7/2021 10:59,,2
689,34172,45,6/8/2021 0:07,,2
690,28840,20,6/8/2021 8:37,,2
697,46312,20,6/9/2021 7:31,,2
698,46312,20,6/9/2021 7:31,,2
699,46312,20,6/9/2021 7:37,,2
702,39035,20,6/9/2021 12:26,,2
704,40141,20,6/10/2021 1:48,,2
707,39035,20,6/10/2021 23:13,,2
708,39035,5,6/10/2021 23:18,,2
709,39035,20,6/10/2021 23:22,,2
711,34172,25,6/11/2021 13:07,,2
712,34172,25,6/11/2021 13:08,,2
721,34172,20,6/11/2021 17:41,,2
722,47484,20,6/12/2021 16:24,,2
723,47521,20,6/13/2021 1:12,,2
724,12998,20,6/14/2021 10:04,,2
725,12998,20,6/14/2021 10:04,,2
729,12998,20,6/14/2021 12:33,,2
745,47709,10,6/15/2021 8:25,,2
749,47724,5,6/15/2021 13:19,,2
750,47724,30,6/15/2021 13:36,,2
751,21379,20,6/16/2021 9:13,,2
752,21379,20,6/16/2021 9:13,,2
753,21379,20,6/16/2021 9:14,,2
759,47794,30,6/16/2021 14:07,,2
770,13955,20,6/17/2021 12:44,,2
771,13955,90,6/17/2021 12:45,,2
775,20077,40,6/17/2021 16:13,,2
780,47891,20,6/17/2021 20:11,,2
783,47949,20,6/18/2021 16:19,,2
790,44506,20,6/21/2021 16:19,,2
793,46643,20,6/21/2021 17:05,,2
799,20803,20,6/21/2021 20:29,,2
803,27228,20,6/22/2021 12:28,,2
804,27228,20,6/22/2021 12:28,,2
805,27228,20,6/22/2021 12:28,,2
811,20077,20,6/22/2021 14:30,,2
812,20077,20,6/22/2021 14:30,,2
815,20077,20,6/22/2021 16:53,,2
816,20077,20,6/22/2021 16:53,,2
818,48248,125,6/22/2021 18:05,,2
823,48309,20,6/23/2021 15:44,,2
826,39626,20,6/23/2021 19:59,,2
827,39626,20,6/23/2021 20:01,,2
828,48324,20,6/23/2021 22:30,,2
829,48324,20,6/23/2021 22:31,,2
830,48324,20,6/23/2021 22:31,,2
831,48324,20,6/23/2021 22:31,,2
832,48324,20,6/23/2021 22:55,,2
833,48324,20,6/24/2021 0:38,,2
834,48335,20,6/24/2021 1:33,,2
835,48335,5,6/24/2021 1:33,,2
836,48335,20,6/24/2021 1:34,,2
837,48335,5,6/24/2021 1:34,,2
840,48350,200,6/24/2021 10:12,,2
841,48350,20,6/24/2021 10:12,,2
843,48335,5,6/24/2021 10:27,,2
851,48394,20,6/24/2021 21:21,,2
852,48394,20,6/24/2021 21:30,,2
854,48394,5,6/24/2021 21:42,,2
855,48393,5,6/24/2021 21:49,,2
860,36539,20,6/25/2021 15:44,,2
861,36539,20,6/25/2021 15:44,,2
864,36539,20,6/25/2021 15:49,,2
865,36539,20,6/25/2021 15:52,,2
870,48354,20,6/25/2021 16:07,,2
871,36539,20,6/25/2021 16:07,,2
872,48354,20,6/25/2021 16:07,,2
873,36539,20,6/25/2021 16:13,,2
874,48354,20,6/25/2021 16:32,,2
875,48354,20,6/25/2021 16:40,,2
876,48354,20,6/25/2021 16:41,,2
877,48354,20,6/25/2021 16:41,,2
878,48354,20,6/25/2021 16:42,,2
879,48354,20,6/25/2021 16:42,,2
881,32326,20,6/25/2021 19:29,,2
882,32326,20,6/25/2021 19:31,,2
887,48519,20,6/26/2021 18:33,,2
888,48519,20,6/26/2021 18:35,,2
889,42635,40,6/26/2021 23:01,,2
890,42635,40,6/26/2021 23:01,,2
894,48553,20,6/27/2021 10:57,,6
895,39409,50,6/27/2021 21:49,,2
896,23210,15,6/28/2021 13:05,,2
913,44424,20,6/28/2021 17:02,,2
914,44424,20,6/28/2021 17:03,,2
918,49804,20,6/29/2021 13:28,,2
921,49804,20,6/29/2021 15:56,,2
922,49804,20,6/29/2021 15:57,,2
923,30188,20,6/29/2021 16:35,,2
924,30188,125,6/29/2021 16:36,,2
925,30188,20,6/29/2021 17:00,,2
927,48637,5,6/29/2021 21:47,,2
928,48637,5,6/29/2021 21:56,,2
929,48637,20,6/29/2021 21:56,,2
930,48637,20,6/29/2021 21:57,,2
935,30188,125,6/30/2021 13:46,,2
938,49859,50,6/30/2021 15:57,,2
943,10134,125,6/30/2021 21:47,,7
953,36539,20,7/1/2021 15:21,,2
956,48748,20,7/1/2021 16:29,,2
959,48830,20,7/1/2021 20:27,,2
960,42635,20,7/2/2021 9:59,,2
961,42635,20,7/2/2021 10:00,,2
973,48748,40,7/2/2021 13:34,,2
982,50094,30,7/2/2021 17:38,,2
983,50094,20,7/2/2021 17:38,,2
985,50079,125,7/2/2021 22:28,,2
986,50043,20,7/2/2021 22:46,,2
987,48354,20,7/4/2021 8:14,,2
988,48354,20,7/4/2021 8:17,,2
989,48354,20,7/4/2021 8:19,,2
990,48354,20,7/4/2021 8:20,,2
992,50238,20,7/4/2021 17:25,,2
993,50238,20,7/4/2021 17:26,,2
994,38894,20,7/4/2021 18:31,,2
995,50238,15,7/4/2021 18:52,,2
996,50256,20,7/4/2021 19:04,,2
997,46203,10,7/5/2021 8:23,,2
998,48567,20,7/5/2021 11:22,,2
999,50238,92,7/5/2021 11:25,,2
1000,50238,92,7/5/2021 11:28,,2
1001,50238,20,7/5/2021 11:28,,2
1002,50238,92,7/5/2021 11:30,,2
1006,48567,20,7/5/2021 12:58,,2
1007,48567,20,7/5/2021 13:01,,2
1019,32326,20,7/5/2021 17:27,,2
1020,32326,20,7/5/2021 17:29,,2
1021,32326,20,7/5/2021 18:01,,2
1024,48354,20,7/6/2021 9:56,,2
1027,39409,40,7/6/2021 10:48,,2
1029,42619,20,7/6/2021 13:19,,2
1030,42619,20,7/6/2021 13:19,,2
1034,47000,20,7/7/2021 3:05,,2
1039,49765,20,7/7/2021 13:53,,2
1040,41396,20,7/7/2021 15:03,,7
1042,42635,20,7/7/2021 19:27,,2
1043,50539,20,7/7/2021 19:54,,2
1044,50557,20,7/7/2021 22:25,,2
1045,47000,20,7/8/2021 9:53,,2
1046,47000,20,7/8/2021 9:54,,2
1047,47000,20,7/8/2021 9:55,,2
1048,47000,20,7/8/2021 9:55,,2
1049,47000,20,7/8/2021 9:55,,2
1050,47000,20,7/8/2021 9:55,,2
1051,47000,20,7/8/2021 9:56,,2
1052,47000,20,7/8/2021 9:58,,2
1054,49838,20,7/8/2021 13:38,,2
1059,50593,10,7/8/2021 15:04,,2
1061,47063,5,7/8/2021 16:17,,2
1062,50646,150,7/8/2021 20:16,,2
1063,49151,20,7/9/2021 2:53,,2
1064,49151,415,7/9/2021 2:54,,2
1072,50654,40,7/9/2021 17:47,,2
1073,50654,40,7/9/2021 17:51,,2
1074,50654,20,7/9/2021 17:52,,2
1075,50654,20,7/9/2021 17:53,,2
1077,50673,20,7/11/2021 2:43,,2
1078,50673,5,7/11/2021 2:48,,2
1080,50673,20,7/11/2021 15:19,,2
1081,50673,40,7/11/2021 15:19,,2
1083,50488,20,7/12/2021 4:10,,2
1087,43688,500,7/12/2021 13:01,,2
1093,47583,10,7/12/2021 15:52,,2
1094,50892,40,7/12/2021 19:51,,2
1095,50892,20,7/12/2021 19:52,,2
1096,50892,20,7/12/2021 19:53,,2
1097,50892,40,7/12/2021 19:56,,2
1098,50892,20,7/12/2021 19:59,,2
1099,50892,20,7/12/2021 19:59,,2
1100,50892,20,7/12/2021 19:59,,2
1101,50892,20,7/12/2021 20:00,,2
1102,50892,40,7/12/2021 20:01,,2
1108,52004,5,7/13/2021 16:51,,2
1109,52004,5,7/13/2021 16:51,,2
1110,52004,5,7/13/2021 16:51,,2
1111,52004,20,7/13/2021 16:52,,2
1114,52010,10,7/13/2021 17:22,,2
1115,52010,20,7/13/2021 17:23,,2
1116,52010,20,7/13/2021 17:28,,2
1117,52010,20,7/13/2021 17:29,,2
1118,52010,20,7/13/2021 17:29,,2
1119,50936,20,7/13/2021 17:59,,2
1120,50936,10,7/13/2021 18:00,,2
1123,43656,20,7/14/2021 2:49,,2
1124,46773,20,7/14/2021 11:00,,2
1125,46773,20,7/14/2021 11:01,,2
1126,46773,20,7/14/2021 11:04,,2
1127,46773,20,7/14/2021 11:05,,2
1130,17970,20,7/14/2021 15:54,,2
1131,52092,20,7/14/2021 17:53,,2
1132,52092,20,7/14/2021 17:57,,2
1133,52010,20,7/14/2021 20:39,,2
1134,52010,20,7/14/2021 20:40,,2
1135,52010,20,7/14/2021 20:41,,2
1136,52010,20,7/14/2021 20:41,,2
1137,52010,20,7/14/2021 20:41,,2
1139,52185,20,7/15/2021 11:32,,2
1142,43185,20,7/15/2021 14:10,,2
1143,43185,10,7/15/2021 14:10,,2
1144,13955,90,7/15/2021 15:21,,2
1149,25810,20,7/15/2021 16:32,,2
1150,25810,20,7/15/2021 16:32,,2
1151,25810,20,7/15/2021 16:33,,2
1157,51603,15,7/15/2021 17:30,,2
1158,25810,20,7/15/2021 17:45,,2
1159,25810,20,7/15/2021 17:53,,2
1161,52242,20,7/16/2021 8:23,,7
1165,10061,20,7/16/2021 19:59,,2
1166,10061,20,7/16/2021 19:59,,2
1167,10061,20,7/16/2021 19:59,,2
1168,10061,20,7/16/2021 20:00,,2
1169,52092,4,7/16/2021 20:27,,2
1171,52353,20,7/17/2021 8:59,,6
1172,36824,20,7/17/2021 10:45,,2
1173,52368,20,7/17/2021 12:21,,2
1174,39626,20,7/17/2021 19:48,,2
1175,39626,30,7/17/2021 19:50,,2
1176,39626,10,7/17/2021 20:21,,2
1177,39626,20,7/17/2021 20:22,,2
1178,39626,20,7/17/2021 20:22,,2
1179,50644,20,7/18/2021 3:10,,2
1180,52428,20,7/18/2021 6:20,,2
1181,52428,20,7/18/2021 6:58,,2
1182,32439,30,7/18/2021 8:22,,2
1183,34532,20,7/18/2021 8:30,,7
1184,52085,20,7/18/2021 17:22,,2
1185,52428,20,7/18/2021 18:32,,2
1186,52485,40,7/18/2021 23:57,,7
1188,52501,20,7/19/2021 9:24,,2
1189,52501,20,7/19/2021 9:24,,2
1190,52269,20,7/19/2021 10:33,,2
1191,52269,20,7/19/2021 10:34,,2
1192,52269,20,7/19/2021 10:34,,2
1193,32439,20,7/19/2021 13:48,,2
1194,51227,20,7/19/2021 14:26,,2
1195,51227,20,7/19/2021 14:27,,2
1196,21379,20,7/19/2021 16:07,,2
1197,21379,20,7/19/2021 16:08,,2
1198,21379,20,7/19/2021 16:09,,2
1204,48089,20,7/20/2021 3:01,,2
1205,48089,20,7/20/2021 3:02,,2
1208,32439,20,7/20/2021 16:34,,2
1209,32439,20,7/20/2021 16:38,,2
1210,52640,20,7/20/2021 16:44,,2
1212,52666,20,7/21/2021 0:34,,2
1213,47000,20,7/21/2021 8:54,,2
1214,52694,20,7/21/2021 9:09,,2
1215,52694,20,7/21/2021 9:25,,2
1216,52694,20,7/21/2021 9:26,,2
1217,52694,20,7/21/2021 9:29,,2
1218,52694,20,7/21/2021 9:29,,2
1220,52694,20,7/21/2021 10:31,,2
1221,52711,115,7/21/2021 13:26,,2
1225,51603,20,7/21/2021 19:21,,2
1226,51603,20,7/21/2021 19:21,,2
1227,51603,100,7/21/2021 19:21,,2
1228,51603,100,7/21/2021 19:22,,2
1229,51603,20,7/21/2021 19:23,,2
1230,51603,20,7/21/2021 19:23,,2
1231,51603,20,7/21/2021 19:23,,2
1232,51603,20,7/21/2021 19:23,,2
1233,51603,20,7/21/2021 19:23,,2
1234,51603,20,7/21/2021 19:23,,2
1235,51603,20,7/21/2021 19:24,,2
1236,51603,20,7/21/2021 19:24,,2
1237,51603,20,7/21/2021 19:24,,2
1238,51603,20,7/21/2021 19:25,,2
1239,52694,20,7/22/2021 9:08,,2
1242,52694,20,7/22/2021 11:29,,2
1243,52829,20,7/22/2021 12:08,,7
1244,52694,20,7/22/2021 12:26,,2
1245,52694,60,7/22/2021 12:31,,2
1252,52666,20,7/22/2021 18:48,,2
1253,52666,20,7/22/2021 18:48,,2
1254,52666,20,7/22/2021 18:50,,2
1255,52666,10,7/22/2021 18:51,,2
1256,51603,100,7/23/2021 0:10,,2
1257,51603,100,7/23/2021 0:10,,2
1258,51603,100,7/23/2021 0:10,,2
1260,52930,20,7/23/2021 13:17,,2
1265,49838,20,7/24/2021 8:54,,2
